cycle number	time/s	Ewe/V	Capacity/mA.h	I/mA	
1,000000000000000E+000	6,788921205375541E+004	5,0771213E-001	6,197684847181167E+000	1,0000412E+000
1,000000000000000E+000	6,789921225139871E+004	5,0836164E-001	6,200462876976840E+000	1,0000669E+000
1,000000000000000E+000	6,790921244905179E+004	5,0899208E-001	6,203240902335327E+000	1,0001622E+000
1,000000000000000E+000	6,791921264670207E+004	5,0958431E-001	6,206018931610851E+000	1,0000222E+000
1,000000000000000E+000	6,792921284431790E+004	5,1032931E-001	6,208796959160525E+000	1,0001432E+000
1,000000000000000E+000	6,793921304193372E+004	5,1099795E-001	6,211574978822441E+000	1,0000796E+000
1,000000000000000E+000	6,794921323956619E+004	5,1159018E-001	6,214353007466904E+000	1,0000285E+000
1,000000000000000E+000	6,795921343721915E+004	5,1216328E-001	6,217131037124529E+000	1,0001496E+000
1,000000000000000E+000	6,796921363487211E+004	5,1279366E-001	6,219909061886144E+000	1,0000412E+000
1,000000000000000E+000	6,797921383249573E+004	5,1338589E-001	6,222687092252101E+000	1,0000412E+000
1,000000000000000E+000	6,798921403011121E+004	5,1405454E-001	6,225465118845137E+000	9,9997765E-001
1,000000000000000E+000	6,799921422773344E+004	5,1481867E-001	6,228243150674885E+000	1,0001559E+000
1,000000000000000E+000	6,800921442538640E+004	5,1535356E-001	6,231021182878927E+000	1,0000476E+000
1,000000000000000E+000	6,801921462303936E+004	5,1600307E-001	6,233799205772743E+000	1,0001622E+000
1,000000000000000E+000	6,802921482067369E+004	5,1665258E-001	6,236577231312102E+000	1,0000732E+000
1,000000000000000E+000	6,803921501828963E+004	5,1732123E-001	6,239355260440206E+000	1,0000476E+000
1,000000000000000E+000	6,804921521590534E+004	5,1789433E-001	6,242133288026196E+000	9,9995214E-001
1,000000000000000E+000	6,805921541355411E+004	5,1867759E-001	6,244911308381424E+000	9,9997127E-001
1,000000000000000E+000	6,806921561120707E+004	5,1917428E-001	6,247689336575381E+000	1,0000603E+000
1,000000000000000E+000	6,807921580885211E+004	5,1978558E-001	6,250467369484149E+000	1,0001559E+000
1,000000000000000E+000	6,808921600646782E+004	5,2054971E-001	6,253245396541184E+000	1,0001432E+000
1,000000000000000E+000	6,809921620408352E+004	5,2110374E-001	6,256023426920257E+000	1,0000285E+000
1,000000000000000E+000	6,810921640172158E+004	5,2186787E-001	6,258801456827795E+000	1,0000924E+000
1,000000000000000E+000	6,811921659937454E+004	5,2247918E-001	6,261579486641499E+000	1,0000603E+000
1,000000000000000E+000	6,812921679702762E+004	5,2301407E-001	6,264357516834155E+000	1,0000031E+000
1,000000000000000E+000	6,813921699464612E+004	5,2375913E-001	6,267135545319583E+000	1,0000987E+000
